Total Time (s): 
234.868
Core Time (s): 
52.493
1 6.2861464e-06 10
2 6.2861464e-06 10
3 6.28038e-06 10
4 6.2797758e-06 10
5 6.2752654e-06 10
6 6.2752654e-06 10
7 6.2752654e-06 10
8 6.2752654e-06 10
9 6.2752654e-06 10
10 6.2752654e-06 10
11 6.2752654e-06 10
12 6.2752654e-06 10
13 6.2752654e-06 10
14 6.2752654e-06 10
15 6.2752654e-06 10
16 6.2752654e-06 10
17 6.2752654e-06 10
18 6.2752654e-06 10
19 6.2752654e-06 10
20 6.2752654e-06 10
