Total Time (s): 
266.112
Core Time (s): 
23.0029
1 3.9941864e-06 5
2 3.5321767e-06 5
3 3.489681e-06 5
4 3.4688763e-06 5
5 3.4686335e-06 5
6 3.4592568e-06 5
7 3.4451592e-06 5
8 3.4451592e-06 5
9 3.4451592e-06 5
10 3.4437118e-06 5
11 3.4316665e-06 5
12 3.4310894e-06 5
13 3.3960177e-06 5
14 3.3958535e-06 5
15 3.377129e-06 5
16 3.3648667e-06 5
17 3.3324703e-06 5
18 3.3320335e-06 5
19 3.3089786e-06 5
20 3.2989978e-06 5
