Total Time (s): 
139.041
Core Time (s): 
22.2631
1 3.5761656e-06 5
2 3.5604457e-06 5
3 3.4081767e-06 5
4 3.4081767e-06 5
5 3.4081767e-06 5
6 3.4081767e-06 5
7 3.4081767e-06 5
8 3.4081767e-06 5
9 3.4081767e-06 5
10 3.4081767e-06 5
11 3.4081767e-06 5
12 3.4081767e-06 5
13 3.4081767e-06 5
14 3.4081767e-06 5
15 3.4081767e-06 5
16 3.4081767e-06 5
17 3.4081767e-06 5
18 3.4081767e-06 5
19 3.4081767e-06 5
20 3.4081767e-06 5
