Total Time (s): 
142.16
Core Time (s): 
22.7545
1 7.1523311e-07 5
2 7.1208914e-07 5
3 6.8163534e-07 5
4 6.8163534e-07 5
5 6.8163534e-07 5
6 6.8163534e-07 5
7 6.8163534e-07 5
8 6.8163534e-07 5
9 6.8163534e-07 5
10 6.8163534e-07 5
11 6.8163534e-07 5
12 6.8163534e-07 5
13 6.8163534e-07 5
14 6.8163534e-07 5
15 6.8163534e-07 5
16 6.8163534e-07 5
17 6.8163534e-07 5
18 6.8163534e-07 5
19 6.8163534e-07 5
20 6.8163534e-07 5
