Total Time (s): 
311.107
Core Time (s): 
38.1858
1 6.9148601e-07 7
2 6.9148601e-07 7
3 6.9148601e-07 7
4 6.9148601e-07 7
5 6.9148601e-07 7
6 6.9148601e-07 7
7 6.9148601e-07 7
8 6.9148601e-07 7
9 6.9148601e-07 7
10 6.9148601e-07 7
11 6.9148601e-07 7
12 6.9148601e-07 7
13 6.9148601e-07 7
14 6.9148601e-07 7
15 6.9148601e-07 7
16 6.9148601e-07 7
17 6.9148601e-07 7
18 6.9148601e-07 7
19 6.9148601e-07 7
20 6.9148601e-07 7
