Total Time (s): 
264.931
Core Time (s): 
22.407
1 7.0643534e-07 5
2 6.9793621e-07 5
3 6.9377525e-07 5
4 6.8903183e-07 5
5 6.8903183e-07 5
6 6.8903183e-07 5
7 6.8874237e-07 5
8 6.8621787e-07 5
9 6.7297334e-07 5
10 6.6179572e-07 5
11 6.5951252e-07 5
12 6.5941426e-07 5
13 6.5888695e-07 5
14 6.5586899e-07 5
15 6.5313734e-07 5
16 6.4942167e-07 5
17 6.4885075e-07 5
18 6.4607217e-07 5
19 6.4596954e-07 5
20 6.4556103e-07 5
