Total Time (s): 
320.924
Core Time (s): 
38.0458
1 8.8244225e-06 15
2 8.8244225e-06 15
3 8.8244225e-06 15
4 8.8244225e-06 15
5 8.8244225e-06 15
6 8.8244225e-06 15
7 8.8244225e-06 15
8 8.8244225e-06 15
9 8.8244225e-06 15
10 8.8244225e-06 15
11 8.8244225e-06 15
12 8.8244225e-06 15
13 8.8244225e-06 15
14 8.8244225e-06 15
15 8.8244225e-06 15
16 8.8244225e-06 15
17 8.8244225e-06 15
18 8.8244225e-06 15
19 8.8244225e-06 15
20 8.8244225e-06 15
