Total Time (s): 
332.988
Core Time (s): 
53.9354
1 6.4947528e-07 9
2 6.4947528e-07 9
3 6.4947528e-07 9
4 6.4947528e-07 9
5 6.4947528e-07 9
6 6.4947528e-07 9
7 6.4947528e-07 9
8 6.4947528e-07 9
9 6.4947528e-07 9
10 6.4947528e-07 9
11 6.4947528e-07 9
12 6.4947528e-07 9
13 6.4947528e-07 9
14 6.4947528e-07 9
15 6.4947528e-07 9
16 6.4947528e-07 9
17 6.4947528e-07 9
18 6.4947528e-07 9
19 6.4947528e-07 9
20 6.4947528e-07 9
