Total Time (s): 
425.687
Core Time (s): 
37.9436
1 6.506333e-07 9
2 6.5060066e-07 9
3 6.5049363e-07 9
4 6.5049363e-07 9
5 6.4985292e-07 9
6 6.498489e-07 9
7 6.4978578e-07 9
8 6.4963044e-07 9
9 6.4928462e-07 9
10 6.39135e-07 9
11 6.3366123e-07 7
12 6.324288e-07 7
13 6.3039316e-07 9
14 6.2723735e-07 7
15 6.2242962e-07 7
16 6.2045968e-07 8
17 6.1656842e-07 7
18 6.1399997e-07 7
19 6.1399997e-07 7
20 6.1394834e-07 7
