Total Time (s): 
217.664
Core Time (s): 
22.9768
1 6.3466052e-06 10
2 6.3466052e-06 10
3 6.3408387e-06 10
4 6.3408026e-06 10
5 6.3402345e-06 10
6 6.3357241e-06 10
7 6.3357241e-06 10
8 6.3357241e-06 10
9 6.3357241e-06 10
10 6.3357241e-06 10
11 6.3357241e-06 10
12 6.3357241e-06 10
13 6.3357241e-06 10
14 6.3357241e-06 10
15 6.3357241e-06 10
16 6.3357241e-06 10
17 6.3357241e-06 10
18 6.3357241e-06 10
19 6.3357241e-06 10
20 6.3357241e-06 10
