Total Time (s): 
378.193
Core Time (s): 
22.4135
1 9.3502989e-06 19
2 9.3502989e-06 19
3 9.3502989e-06 19
4 9.3502989e-06 19
5 9.3502989e-06 19
6 9.3502989e-06 19
7 9.3502989e-06 19
8 9.3502989e-06 19
9 9.3502989e-06 19
10 9.3502989e-06 19
11 9.3502989e-06 19
12 9.3502989e-06 19
13 9.3502989e-06 19
14 9.3502989e-06 19
15 9.3502989e-06 19
16 9.3502989e-06 19
17 9.3502989e-06 19
18 9.3502989e-06 19
19 9.3502989e-06 19
20 9.3502989e-06 19
